Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
Nykaula,Deathlok,48,42355,7,8,9,5,5,4,3,,,,,,,,,,,,
Nykaula,SilverSurfer,100,739379,7,9,18,7,6,6,4,striker,purple,10,,,,8,,,,,
Nykaula,Juggernaut,100,906899,7,10,19,6,7,6,5,fortifier,purple,13,13,13,13,13,3,3,3,3,3
Nykaula,ZombieJuggernaut,105,1085668,7,4,20,6,7,6,5,striker,purple,13,13,,,,3,3,3,3,3
Nykaula,ShieldSupport_Stealth,1,320,4,3,1,1,1,,,,,,,,,,,,,,
Nykaula,RavagerSupport_Heal,1,476,5,5,1,1,1,,,,,,,,,,,,,,
Nykaula,ShieldTank_Stun,1,382,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,Sif,1,799,7,9,1,1,1,,,,,,,,,,,,,,
Nykaula,Sabretooth,80,152578,7,7,15,6,6,6,4,striker,blue,5,,,,,,,,,
Nykaula,CosmicGhostRider,100,533652,7,7,19,6,6,6,4,striker,purple,10,,,,,,,,,
Nykaula,Crystal,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,LokiTeen,60,78357,7,7,11,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Nykaula,RavagerDmg_AoE,1,476,5,5,1,1,1,,,,,,,,,,,,,,
Nykaula,RavagerTank_Taunt,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Nykaula,SamWilson,80,245515,7,7,15,6,6,6,4,fortifier,blue,,10,,,,5,5,5,5,5
Nykaula,Fantomex,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Heimdall,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,SquirrelGirl,1,588,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Beast,95,623917,7,9,18,6,6,7,5,skirmisher,purple,,,,,13,3,3,3,3,3
Nykaula,Blob,80,150346,7,8,15,6,6,6,4,striker,blue,5,,,,,,,,,
Nykaula,CorvusGlaive,80,169722,7,8,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Nykaula,Iceman,80,282612,7,12,15,6,6,6,4,skirmisher,blue,,,,,10,5,5,5,5,5
Nykaula,Magik,80,295240,7,9,15,6,7,6,5,striker,blue,10,,,,,5,5,5,5,5
Nykaula,Mystique,80,145770,7,7,15,6,6,6,4,skirmisher,blue,,,,,5,,,,,
Nykaula,PhylaVell,80,218185,7,10,15,6,6,6,4,skirmisher,blue,5,,,,10,5,5,5,5,5
Nykaula,Pyro,80,136804,7,7,15,6,6,6,4,striker,blue,5,,,,,,,,,
Nykaula,BetaRayBill,80,152125,6,6,15,6,6,6,4,raider,blue,,8,,10,,5,5,5,5,5
Nykaula,Ultron,85,176668,7,5,16,6,7,6,5,skirmisher,blue,3,,,,9,4,4,4,4,4
Nykaula,Forge,90,289383,7,8,17,6,7,6,5,healer,purple,,10,10,,,,,,,
Nykaula,Cosmo,70,118925,7,9,13,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Nykaula,Yelena,42,42783,7,7,8,4,4,4,2,healer,,,,5,,,5,5,5,5,5
Nykaula,Ronin,95,413054,7,8,18,6,6,7,5,skirmisher,purple,8,5,5,5,10,,,,,
Nykaula,SymbioteSpiderMan,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,CaptainMarvel,1,675,7,7,1,1,1,,,,,,,,,,,,,,
Nykaula,Graviton,1,734,7,8,1,1,1,,,,,,,,,,,,,,
Nykaula,IronFistOrson,100,931236,7,9,19,6,6,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,ScientistSupreme,95,620725,7,9,18,6,6,6,4,healer,purple,,,13,,,3,3,3,3,3
Nykaula,StrangeSupreme,105,1787657,7,10,20,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,SpiderManPavitr,102,675910,7,8,19,6,6,6,4,raider,purple,10,,,13,,3,3,3,3,3
Nykaula,Falcon,95,643863,7,9,18,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,SpiderPunk,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Nemesis,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,MercSupport_Buffs,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,Darkhawk,80,162003,7,7,15,6,6,6,4,raider,blue,,,,8,,3,3,3,3,3
Nykaula,SilverSamurai,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Longshot,1,735,7,8,1,1,1,,,,,,,,,,,,,,
Nykaula,Ultimus,100,893887,7,10,19,7,7,7,4,raider,purple,,4,,10,,,,,,
Nykaula,Sylvie,75,147693,7,7,14,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
Nykaula,Photon,95,334986,7,7,18,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Nykaula,Valkyrie,1,736,7,8,1,1,1,,,,,,,,,,,,,,
Nykaula,Minerva,1,671,7,7,1,1,1,,,,,,,,,,,,,,
Nykaula,StarBrand,100,581433,7,9,19,6,6,6,4,raider,purple,8,5,5,10,5,,,,,
Nykaula,ScarletSpider,1,673,7,7,1,1,1,,,,,,,,,,,,,,
Nykaula,SpiderWoman,1,675,7,7,1,1,1,,,,,,,,,,,,,,
Nykaula,Nakia,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Nykaula,MadelynePryor,95,615823,7,9,18,6,6,6,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,MorganLeFay,95,328981,7,4,18,6,8,6,6,fortifier,purple,,10,,5,,,,,,
Nykaula,Archangel,90,228007,7,4,17,6,6,8,6,skirmisher,purple,,,,,10,,,,,
Nykaula,Psylocke,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,RedGuardian,42,56219,7,10,8,4,4,4,2,fortifier,,,5,,,,5,5,5,5,5
Nykaula,RedSkull,1,862,7,10,1,1,1,,,,,,,,,,,,,,
Nykaula,RedHulk,95,349127,7,4,18,6,8,7,6,striker,purple,10,,,,,,,,,
Nykaula,PandaPool,98,475193,7,8,18,6,6,7,4,fortifier,purple,,10,,,9,,,,,
Nykaula,MrSinister,54,53700,7,7,10,5,5,5,4,healer,,,,2,,,2,2,2,2,2
Nykaula,IronPatriot,100,698987,7,9,19,7,7,6,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Nykaula,BlackKnight,100,787572,7,9,19,7,7,7,5,fortifier,purple,,13,,,,3,3,3,3,3
Nykaula,LadyDeathstrike,105,1444158,7,9,20,7,7,6,5,raider,purple,,,,13,1,3,3,3,3,3
Nykaula,Daken,98,476319,7,8,18,6,6,6,5,raider,purple,10,5,5,10,5,,,,,
Nykaula,Moonstone,80,189577,7,8,15,6,6,7,5,fortifier,blue,,9,,3,,4,4,4,4,4
Nykaula,Swarm,1,584,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,GreenGoblinGlider,100,556833,7,4,19,8,7,8,6,raider,purple,,,,13,,3,3,3,3,3
Nykaula,Abomination,60,70117,6,6,11,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Nykaula,Doom,75,118716,7,4,14,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
Nykaula,Karnak,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Sasquatch,100,685019,7,9,19,6,7,7,5,striker,purple,13,,,,9,3,3,3,3,3
Nykaula,PeniParker,103,794214,7,8,19,6,7,6,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,PeterBParker,103,775695,7,8,19,6,6,6,5,healer,purple,,,13,,,3,3,3,3,3
Nykaula,Quicksilver,95,337825,7,5,18,6,6,6,4,striker,purple,10,,,,,,,,,
Nykaula,Rogue,90,230409,7,4,17,8,6,6,6,fortifier,purple,,10,,,,,,,,
Nykaula,BlackPantherShuri,100,794599,7,10,19,6,7,7,5,raider,purple,5,5,5,13,5,3,3,3,3,3
Nykaula,HankPym,100,840043,7,10,19,7,7,7,5,healer,purple,10,5,13,5,5,3,3,3,3,3
Nykaula,AimDmg_Offense,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Nykaula,MercDmg_Single,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,Guardian,100,697188,7,9,19,6,6,6,5,skirmisher,purple,9,,,,13,3,3,3,3,3
Nykaula,Dazzler,1,672,7,7,1,1,1,,,,,,,,,,,,,,
Nykaula,TChalla,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,AbsorbingMan,80,173092,7,8,15,6,6,6,4,fortifier,blue,,9,6,,,4,4,4,4,4
Nykaula,AimDmg_Speed,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Nykaula,AimSupport_Heal,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Nykaula,MercDmg_General,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Nykaula,Echo,1,672,7,7,1,1,1,,,,,,,,,,,,,,
Nykaula,BlackCat,105,763083,7,4,19,8,7,8,6,striker,purple,13,,,,,3,3,3,3,3
Nykaula,UnionJack,1,736,7,8,1,1,1,,,,,,,,,,,,,,
Nykaula,AgathaHarkness,100,940603,7,9,19,7,6,7,5,raider,purple,,,,13,10,3,3,3,3,3
Nykaula,OldManLogan,105,1252151,7,10,19,8,8,8,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Nykaula,CaptainAmericaWW2,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Ares,95,778266,7,10,18,8,8,8,6,fortifier,purple,,13,,,,3,3,3,3,3
Nykaula,DarkBeast,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Nova,95,335745,7,4,18,6,6,6,6,striker,purple,10,,,,,,,,,
Nykaula,DoctorVoodoo,1,478,5,5,1,1,1,,,,,,,,,,,,,,
Nykaula,Gladiator,100,1082603,7,10,19,7,7,7,5,fortifier,purple,5,13,5,5,5,3,3,3,3,3
Nykaula,BuckyBarnes,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Gorr,105,1722751,7,11,20,6,7,7,5,raider,purple,10,,,13,,3,3,3,3,3
Nykaula,BlackPantherBC,1,674,7,7,1,1,1,,,,,,,,,,,,,,
Nykaula,Northstar,100,737841,7,10,19,6,6,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,Dormammu,100,419961,7,4,19,6,6,6,4,healer,purple,,,10,,,,,,,
Nykaula,Titania,80,174927,7,8,15,6,6,6,4,raider,blue,8,,,8,,3,3,3,3,3
Nykaula,ThanosEndgame,101,1153593,7,10,19,7,7,7,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Nykaula,KateBishop,1,477,5,5,1,1,1,,,,,,,,,,,,,,
Nykaula,Apocalypse,105,1193916,7,10,19,8,8,8,6,striker,purple,13,,,,,3,3,3,3,3
Nykaula,USAgent,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Nimrod,95,643708,7,9,18,6,6,7,4,striker,purple,13,,,,,3,3,3,3,3
Nykaula,Sentinel,100,989968,7,10,19,6,6,7,5,fortifier,purple,,13,,,,3,3,3,3,3
Nykaula,Blade,105,1635051,7,10,20,8,8,8,6,striker,purple,13,,,,,3,3,3,3,3
Nykaula,Morbius,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,Wong,1,573,6,6,1,1,1,,,,,,,,,,,,,,
Nykaula,OmegaSentinel,95,698010,7,10,18,6,7,6,4,healer,purple,,,13,,,3,3,3,3,3
Nykaula,SuperSkrull,105,1250615,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,ManThing,100,792463,7,8,19,6,6,6,5,fortifier,purple,,13,,,,3,3,3,3,3
Nykaula,Oath,105,1546230,7,10,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,AncientOne,95,710595,7,9,18,6,8,7,6,raider,purple,,,,13,,3,3,3,3,3
Nykaula,CaptainBritain,100,787898,7,10,19,8,8,8,6,striker,purple,13,,,,,3,3,3,3,3
Nykaula,ShadowKing,105,1898945,7,11,20,8,8,7,6,striker,purple,13,5,13,5,5,3,3,3,3,3
Nykaula,EmmaFrostXMen,105,2206259,7,12,20,7,8,7,6,raider,purple,,,,13,,3,3,3,3,3
Nykaula,Kahhori,105,1574593,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,MsMarvelClassic,100,965147,7,9,19,6,6,7,5,healer,purple,10,,13,,,3,3,3,3,3
Nykaula,KreeTank_Counter,1,382,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,KreeDmg_Offense,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,KreeDmg_Speed,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,HydraDmg_Buff,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,HydraTank_Taunt,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,HydraDmg_AoE,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,KreeControl_Assist,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,KreeSupport_HoT,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,HydraSupport_Heal,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,HydraDmg_Single,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,Medusa,100,727055,7,8,18,6,7,6,5,raider,purple,5,,,10,,,,,,
Nykaula,JeanGrey,100,1437132,7,12,19,6,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Nykaula,Hercules,95,828313,7,10,18,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,OmegaRedPhoenix,100,831847,5,5,19,8,7,7,6,striker,purple,13,,,,13,3,3,3,3,3
Nykaula,AimControl_Infect,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Nykaula,PeggyCarter,70,149817,7,8,13,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Nykaula,Patriot,70,155499,7,8,13,7,6,6,4,striker,,5,,,,,5,5,5,5,5
Nykaula,FalconJoaquin,70,141703,7,7,13,6,6,6,5,healer,,,,5,,,5,5,5,5,5
Nykaula,Lilandra,105,1579761,7,10,20,6,6,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,HowardTheDuck,100,950930,7,10,19,6,6,6,5,striker,purple,10,,,10,,,,,,
Nykaula,MercTank_Debuff,1,287,3,3,1,1,1,,,,,,,,,,,,,,
Nykaula,AimTank_Taunt,1,381,4,4,1,1,1,,,,,,,,,,,,,,
Nykaula,ZombieScarletWitch,85,194721,4,,16,7,7,6,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,Havok,100,993360,7,9,19,6,6,6,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,Mephisto,105,1403933,7,7,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,DaredevilModern,105,1647418,7,10,20,7,7,7,5,fortifier,purple,,13,13,,,3,3,3,3,3
Nykaula,SilverSable,105,1663314,7,10,20,7,7,7,5,skirmisher,purple,,,,13,13,3,3,3,3,3
Nykaula,HitMonkey,105,1381119,7,8,20,6,6,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,Odin,105,1683703,7,7,20,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,VictoriaHand,100,1027535,7,9,19,6,7,7,5,striker,purple,13,,12,,,3,3,3,3,3
Nykaula,Knull,105,2209135,7,11,20,7,7,7,5,raider,purple,5,5,5,14,5,4,4,4,4,4
Nykaula,Quasar,105,1569512,7,7,20,8,7,7,5,striker,purple,15,5,5,5,5,5,5,5,5,5
Nykaula,Songbird,100,1195041,7,10,19,6,6,7,5,raider,purple,13,,,13,,3,3,3,3,3
Nykaula,Hyperion,100,1123650,7,10,19,6,6,7,5,striker,purple,13,13,,,,3,3,3,3,3
Nykaula,Hellverine,100,973901,7,9,19,6,6,6,5,striker,purple,13,13,13,13,13,3,3,3,3,3
Nykaula,InvisibleWomanMCU,105,1984583,7,10,20,7,7,7,5,raider,purple,14,,,14,,4,5,4,4,5
Nykaula,Satana,100,1005188,7,9,19,6,6,7,5,healer,purple,13,13,13,13,13,3,3,3,3,3
Nykaula,MrFantasticMCU,105,1754326,7,10,20,6,7,7,5,fortifier,purple,,14,,,,4,4,4,4,4
Nykaula,TheHood,100,981874,7,9,19,6,6,6,5,raider,purple,13,13,13,13,13,3,3,3,3,3
Nykaula,FranklinRichards,105,2012868,7,10,20,7,7,7,5,striker,purple,15,,,14,,5,5,5,5,5
Nykaula,Azazel,105,1445151,7,10,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,Blastaar,105,1578098,7,7,20,7,7,7,5,striker,purple,14,5,5,5,14,4,4,4,4,4
Nykaula,RachelSummers,105,1485395,7,9,20,6,7,7,5,raider,purple,,,,13,13,3,3,3,3,3
Nykaula,SebastianShaw,105,1453587,7,8,20,7,7,7,5,fortifier,purple,,13,,,,3,3,3,3,3
Nykaula,Scorpion,105,1443461,7,9,20,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,SuperiorSpiderMan,105,1580024,7,9,20,7,7,7,5,striker,purple,13,,13,,,3,3,3,3,3
Nykaula,DaimonHellstrom,105,1707920,7,9,20,7,7,7,5,raider,purple,,,,14,,4,4,4,4,4
Nykaula,Hobgoblin,105,1338934,7,8,20,6,7,6,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,PhantomRider,95,396028,4,4,18,6,7,6,6,raider,purple,,,,10,,,,,,
Nykaula,LivingMummy,105,1136232,6,6,20,6,7,7,5,fortifier,purple,,13,,,,3,3,3,3,3
Nykaula,Hellcat,105,1179200,6,6,20,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,ZombieKestrel,105,881541,4,2,20,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,Thunderstrike,105,1463663,7,6,20,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,LadyBullseye,100,710014,5,5,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,SwordMaster,100,607172,4,4,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Nykaula,SteelSerpent,100,599691,4,4,19,7,7,7,5,skirmisher,purple,,,,,13,3,3,3,3,3
Nykaula,Xavier,105,1557068,7,6,20,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Nykaula,Wolfsbane,54,44325,3,3,10,5,5,5,4,striker,,5,,,,,5,5,5,5,5
Nykaula,Warlock,54,50965,4,4,10,5,5,5,4,raider,,,,,5,,5,5,5,5,5
Nykaula,Cannonball,1,297,3,3,1,1,1,,,,,,,,,,,,,,
Sylderis,ShieldSupport_Heal,65,98879,7,10,12,6,6,,4,healer,,,,5,,,5,5,5,5,5
Sylderis,SpiderMan,90,321797,7,9,17,7,7,7,5,raider,purple,1,,,10,,,,,,
Sylderis,LukeCage,75,140271,7,8,14,7,6,6,5,healer,blue,,5,8,,,3,3,3,3,3
Sylderis,Punisher,105,1609005,7,10,20,7,7,7,5,striker,purple,13,,,,4,3,3,3,3,3
Sylderis,ShieldDmg_AoE,42,25886,7,7,8,4,4,,2,raider,,,,,5,,5,5,5,5,5
Sylderis,MercDmg_General,65,78944,7,7,12,6,6,,4,skirmisher,,,,,,5,5,5,5,5,5
Sylderis,Crossbones,65,84086,7,7,12,6,6,6,4,fortifier,,4,5,,,,5,5,5,5,5
Sylderis,Elektra,105,1372496,7,10,19,6,7,7,5,skirmisher,purple,2,,,,13,3,3,3,3,3
Sylderis,Thing,100,1050338,7,10,19,7,7,7,5,striker,purple,13,,,6,1,4,4,4,4,4
Sylderis,Wolverine,100,675380,7,8,19,7,7,7,5,striker,purple,13,,,8,,3,3,3,3,3
Sylderis,ShieldTank_Stun,65,78550,7,7,12,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Sylderis,Nebula,80,201046,7,9,15,6,6,7,5,skirmisher,blue,,,,8,10,5,5,5,5,5
Sylderis,RavagerTank_Taunt,42,27317,7,7,8,4,4,,2,fortifier,,,5,,,,5,5,5,5,5
Sylderis,HandDmg_Bonus,44,29662,7,7,8,4,4,,3,striker,,5,,,,,5,5,5,5,5
Sylderis,HumanTorch,100,1122227,7,9,19,7,7,7,5,striker,purple,14,,,,,4,4,4,4,4
Sylderis,HydraTank_Taunt,65,64269,6,6,12,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Sylderis,Bullseye,60,72124,7,7,11,6,6,6,4,striker,,5,,,,2,5,5,5,5,5
Sylderis,HydraSupport_Heal,65,76877,7,7,12,6,6,,4,healer,,,,5,,,5,5,5,5,5
Sylderis,Rhino,70,118096,7,8,13,7,6,6,5,fortifier,,,5,,,,5,5,5,5,5
Sylderis,Vision,100,1008537,7,9,19,7,7,7,5,skirmisher,purple,,,,,13,3,3,3,3,3
Sylderis,KreeTank_Counter,65,79919,7,7,12,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Sylderis,HandControl_HealBlock,48,40340,7,7,9,5,5,,3,striker,,5,,,1,,5,5,5,5,5
Sylderis,Hulk,95,396593,7,7,18,7,7,7,5,striker,purple,10,4,,,,,,,,
Sylderis,UltSpiderMan,90,507412,7,8,17,7,7,7,5,striker,purple,10,,,,2,,,,,
Sylderis,HydraDmg_Buff,65,76409,7,7,12,6,6,,4,raider,,,,,5,3,5,5,5,5,5
Sylderis,ShieldSupport_Stealth,65,82407,7,7,12,6,6,,4,healer,,,,5,,,5,5,5,5,5
Sylderis,ShieldDmg_Defense,65,77787,7,7,12,6,6,,4,striker,,5,,,4,1,5,5,5,5,5
Sylderis,MercTank_Debuff,65,77289,7,7,12,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Sylderis,RavagerDmg_AoE,65,80200,7,7,12,6,6,,4,striker,,5,,,,1,5,5,5,5,5
Sylderis,RavagerSupport_Heal,30,12698,7,7,6,3,3,,1,healer,,,,5,,,5,5,5,5,5
Sylderis,Rescue,100,560540,7,8,18,7,7,7,5,healer,purple,,2,10,,1,,,,,
Sylderis,HydraDmg_Single,65,57905,5,5,12,6,6,,4,striker,,5,,,,,5,5,5,5,5
Sylderis,HandSupport_Heal,54,48264,7,7,10,5,5,,4,healer,,,,5,,,5,5,5,5,5
Sylderis,AimDmg_Speed,30,10557,6,6,6,3,3,,1,skirmisher,,,,,,5,5,5,5,5,5
Sylderis,Psylocke,95,378593,7,7,18,7,7,7,5,striker,purple,10,,,4,,,,,,
Sylderis,Quake,100,1098057,7,10,19,7,7,6,5,raider,purple,12,12,12,13,12,3,3,3,3,3
Sylderis,HydraDmg_AoE,31,12906,7,7,6,3,3,,1,striker,,5,,,,1,5,5,5,5,5
Sylderis,Vulture,105,1493890,7,10,19,7,7,7,5,raider,purple,4,,,13,,3,3,3,3,3
Sylderis,Toad,42,31443,7,8,8,4,4,4,2,skirmisher,,,,,,5,5,5,5,5,5
Sylderis,AmericaChavez,75,143262,7,8,14,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Sylderis,Hela,100,1103419,7,10,19,7,7,7,5,raider,purple,11,,,12,,2,2,2,2,2
Sylderis,Shocker,105,1418679,7,10,19,7,7,7,5,striker,purple,13,,,4,,3,3,3,3,3
Sylderis,Venom,100,740517,7,10,19,7,7,7,5,striker,purple,13,,4,,1,3,3,3,3,3
Sylderis,UltGreenGoblin,85,220238,7,8,16,6,6,6,4,raider,purple,8,,,10,4,,,,,
Sylderis,Pyro,30,14493,7,7,6,3,3,3,1,striker,,5,,,,,5,5,5,5,5
Sylderis,IronMan,95,412172,7,7,18,7,7,7,5,raider,purple,1,,,10,1,,,,,
Sylderis,MercDmg_Single,36,15823,6,6,7,4,3,,2,striker,,5,,,,,5,5,5,5,5
Sylderis,Mantis,65,97109,7,9,12,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Sylderis,Korath,48,44571,7,8,9,5,5,4,3,striker,,5,,,2,,5,5,5,5,5
Sylderis,AntMan,95,581885,7,7,18,6,7,7,5,skirmisher,purple,,,,,10,,,,,
Sylderis,MrFantastic,105,913433,7,9,19,7,7,7,5,skirmisher,purple,,,,6,13,3,3,3,3,3
Sylderis,Deadpool,100,1125646,7,9,19,7,7,7,5,raider,purple,,,,11,,1,1,1,1,1
Sylderis,Graviton,42,28954,7,7,8,4,4,4,2,striker,,5,,1,,,5,5,5,5,5
Sylderis,Drax,54,68090,7,10,10,5,5,5,4,fortifier,,,5,4,,,5,5,5,5,5
Sylderis,KreeDmg_Speed,54,48651,7,7,10,5,5,,4,striker,,5,,,,,5,5,5,5,5
Sylderis,Thanos,75,177776,7,8,14,7,7,7,5,raider,blue,,7,,10,,5,5,5,5,5
Sylderis,Ronan,36,20201,7,7,7,4,3,3,2,healer,,3,,5,,,5,5,5,5,5
Sylderis,MrSinister,80,179005,7,7,15,6,6,7,5,healer,blue,,,10,,7,5,5,5,5,5
Sylderis,JessicaJones,75,181935,7,9,14,7,6,6,4,skirmisher,blue,,,,8,10,5,5,5,5,5
Sylderis,CaptainMarvel,75,175755,7,9,14,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
Sylderis,Wasp,100,958158,7,9,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sylderis,Namor,105,925049,7,9,19,7,7,7,5,raider,purple,,,,13,4,3,3,3,3,3
Sylderis,KreeDmg_Offense,60,65434,7,7,11,6,6,,4,striker,,5,,,,1,5,5,5,5,5
Sylderis,Sif,72,120424,7,8,13,7,6,6,5,raider,,,,,5,,5,5,5,5,5
Sylderis,Hawkeye,30,15994,7,8,6,3,3,3,1,skirmisher,,,,,1,5,5,5,5,5,5
Sylderis,HandTank_Stealth,36,18604,7,7,7,4,3,,2,fortifier,,,5,1,,,5,5,5,5,5
Sylderis,MsMarvel,75,194744,7,7,14,6,6,6,4,raider,blue,4,,,8,,3,3,3,3,3
Sylderis,Thor,85,268983,7,9,16,7,7,7,5,striker,purple,10,,,,,,,,,
Sylderis,KreeControl_Assist,60,65137,7,7,11,6,6,,4,skirmisher,,,,1,,5,5,5,5,5,5
Sylderis,ProximaMidnight,70,108062,7,8,13,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Sylderis,SymbioteSpiderMan,65,89088,7,7,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Sylderis,Cable,75,183467,7,7,14,6,6,6,4,striker,blue,10,,,,4,5,5,5,5,5
Sylderis,IronFist,105,1321080,7,9,19,7,7,7,5,healer,purple,8,,13,,,3,3,3,3,3
Sylderis,MercSupport_Buffs,70,87196,7,7,13,6,6,,4,healer,,5,,5,4,,5,5,5,5,5
Sylderis,Loki,105,882893,7,9,19,7,7,7,5,skirmisher,purple,,,,,13,3,3,3,3,3
Sylderis,HandDmg_Unbuff,36,18536,7,7,7,4,3,,2,raider,,,,,5,,5,5,5,5,5
Sylderis,Mystique,70,113582,7,9,13,6,6,6,4,skirmisher,,,,,4,5,5,5,5,5,5
Sylderis,Storm,100,992356,7,9,19,7,7,7,5,raider,purple,,,,13,5,3,3,3,3,3
Sylderis,MBaku,75,137471,7,8,14,6,6,6,4,fortifier,blue,,8,,,,3,3,3,3,3
Sylderis,Okoye,80,198394,7,9,15,6,6,6,4,skirmisher,blue,2,,,8,10,5,5,5,5,5
Sylderis,Daredevil,70,96594,7,7,13,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Sylderis,NightNurse,30,16634,7,9,6,3,3,3,1,healer,,,,5,,,5,5,5,5,5
Sylderis,CorvusGlaive,70,99090,7,7,13,6,6,6,4,raider,,,,,5,,5,5,5,5,5
